Review,Kategori
"aku cukup sadar diri sih tentang badanku, jadi setiap butuh transport aku pakai gojek yang comfort, tapi sangat disayangkan setiap kali datang motor kecil teruss huhu, aku rela bayar sedikit lebih mahal tapi malah aku sendiri yang kena marah (alasannya karena motornya gakuat) bisa dibilang sih aku ga begitu gendut yh.. dan salahnya juga dari sana gasihh..?? bukan aku... jadi kaya sia sia aja antara gojek hemat sama comfort!",Interaksi & Pelayanan Driver
pesan gocar comfort lebih mahal biar nyaman tapi tetap saja yg datang model standart..kenapa bisa begitu ya..,Harga & Promosi
"driver suka menagih tidak sesuai seperti parkiran, padahal tidak parkir dll. dan aplikasi tetap memaksa membayar tagihan penipuan tsb. aplikasi dan drivernya busuk.",Interaksi & Pelayanan Driver
"saya pernah pesan makanan, tapi pihak resto sudah menyetujui,TPI restonya malah tutup,saya ingin membatalkan pesanan tapi tidak bisa gimana sih padahal udah tutup loh",Interaksi & Pelayanan Driver
sering di tolak driver gocar dengan berbagai alasan sering di cancel dadakan atau didiemin ga di jemput padahal tidak pernah pakai tarif hemat...fix mulai busuk sih pelayanan mitranya mending pindah Maxim masih lebih nyaman ga pake drama ga di jemput..,Interaksi & Pelayanan Driver
"bagus si aplikasi nya. tp makin lama makin banyak yg lebai ni drivernya. jd tambah males make aplikasi ini, tarif juga uda naik tp kok malah gak jelas tolong d benahi lagi. kalo merekrut driver labih baik cari yg bener2 mau kerja la yg (profesional)",Interaksi & Pelayanan Driver
Aplikasinya bagus tpi drivernya mengecewakan. klo tawarin promo goride murah yg benar dong masa sama driver pake aturan badan segala sebenarnya kita paham maksud driver tpi klo dri pihak aplikasi yg nawarin ya tanggu jawab aplikasi dong,Interaksi & Pelayanan Driver
"katanya saldo terpotong pas pembelian selesai, ini orang yg jual aja blm acc sdh di potong saldonya. baru balik ke rekening nya lama bgt lagi 2 minggu. 2 kali udh begini, tolong ditingkatkan kak",Kualitas Teknis & Aplikasi
"sangat tidak memuaskan, makin hari kita sering pesan melalui gocard, dan makin hari harga nya besar, padahal di aplikasi ada promo nya, di perhatikanagi",Kualitas Teknis & Aplikasi
"aplikasi ini makin ga nyaman ,kirim paket lama driver bilang karna harus ambil paket yg lain , sudah ga bisa di andalkan. mending pindah ke aplikasi sebelah .",Interaksi & Pelayanan Driver
"oi admin,kenapa harga bantuan di game bolak balok di naikin,padahal susah banget loh kumpulin Ruby nya.dan kenapa gak kayak dulu sistem nya.kalo sekarang reward nya setiap stage ada 3 gak kek dulu cuma 2.semoga aja bisa di balikin min",Kualitas Teknis & Aplikasi
terutama untuk daerah bali.. kenapa yg muncul sekarang selalu gocar comfort. saya sebagai driver gocar yg tidak punya layanan comfort sangat terdampak !!! pelanggan jadi milih comfort trs. tolong kembalikan seperti semula,Interaksi & Pelayanan Driver
"Halo gojek saya pesan driver pkl 02.00 tp driver yg direkomendasi tdk ada yg datang. Boro2 gerak, dihub/dm aja ga jawab. Nunggu mereka sampai sejam. Hingga 3 kali pesan driver beda. Please gojek jgn kasih driver yg jauh. Krn sekeliling saya byk driver yg nganggur dan mau kerja. Akhirnya sy harus pesan tanpa aplikasi😤",Interaksi & Pelayanan Driver
energi nya negatif banget nih 3 x ganti driver sudah nunggu lama semua dibatalin... saya sudah lama pake aplikasi ini tapi sekarang sangat sangat kecewa..,Interaksi & Pelayanan Driver
"muakk bgttt, saya sudah nunggu hampir stngh jam drivernya ga nyampe². giliran saya mau cancel malah dikenain dendaa. bukan sekali duakali kejadian kyk ginii.tolong dong di evaluasi lagiii",Interaksi & Pelayanan Driver
"gojek membantu banget sii kalau aku lagi ingin pergi dan sedang buru buru, aku pakai gojek dari sd sampai aku sma kelas 3, omgg ga nyangka banget yaa, dann untuk voucher makanan nya tolong di banyakin yaa hehe, aku suka yang murah murah soalnyaa, sukaa bangett sama apk ini",Kualitas Teknis & Aplikasi
"Petanya error, tdk sesuai orderan, seharusnya fitur downpayment diaktifkan spy cicilan ringan di fitur gopay letter, sulit utk melakukan pembayaran paylater",Kualitas Teknis & Aplikasi
"jelek. penjemputan nya lama bgt.. trs juga pdhl penjemputan 5menit, 7menit, tp tbtb malah nambah jdi 21menit, trs stuck di 7,5,10menit doang😹 ga jalan jalan... kenapa dah itu? nyebelin asli..",Interaksi & Pelayanan Driver
"Gopaynya di perbaiki lagi utk masalah perbaikan yg misal no akun ya hilang,, Kalo bisa dipermudah, Jangan mempersulit pengguna nya yg ingin mengaktifkan lagi ato mengganti nomernya,, terimakasih,, Mohon berhatihati bagi yg menyimpan uangnya disaldo gopay,, utk perbaikan secara lgsung lewat customernya juga tidak bisa,, pas ditelpon harus tetep lewat form diapk gopay,, udah gitu pertanyaan nya sangat mempersulit pengguna nya.. Sehingga nomer yg lama yg hilang tidak bisa diganti,, sekian trims",Kualitas Teknis & Aplikasi
"Pesan gojek comfort biasanya dapat motor cc besar dan motor lebih tinggi, jadi nyaman. Belakangan pesan gojek comfort malah dapatnya vario di bawah 155cc atau fazzio. Kadang malah dapat motor tahun lama. Percuma pesan comfort dengan biaya lebih mahal biar kaki lebih nyaman tanpa terlalu ditekuk kalau dapatnya vario, fazzio.",Interaksi & Pelayanan Driver
kebanyakan driver ga mau ambil bergerak dan g abisa di hubungi tolong jangan mengecewakan pelanggan terkadang kita pesan sudah menunggu lama tapi driver diam dan ga bisa di hubungi tiba2 di cancel ini yang sangat mengecewakan buat pelanggan.,Interaksi & Pelayanan Driver
"semuanya sebenarnya nyaman aja, maaf kalo diluar topik, tapi untuk sistem paylater. mau menanyakan apakah jika sudah tenggat waktu ada spam telepon? kalo ada saya sangat menyayangkan sekali di era sekarang serba waspada telepon tidak dikenal, itu sangat mengganggu. kedepannya mohon berikan info/invoice melalui yang lain seperti wa yang jelas, dsb. jujur jika benar, spam telepon itu sangat mengganggu.",Kualitas Teknis & Aplikasi
"sangat bagus dan sangat berguna ,sy pengguna aktif layanan Gojek...tapi sayangnya di Gopinjam, sy dapat kesempatan menggunakan Gopinjam, sy byr tepat waktu dan setelah sy membayar tiba2 sy ditolak dan tidak bisa meminjam lagi, padahal sedang butuh sekali.. jadi kecewa banget sama Gojek",Kualitas Teknis & Aplikasi
"Saya sudah ratusan kali pesan makanan lewat gofood, tapi ketika komplain karena pesanan tidak sampai selalu dijawab driver sudah menyeselaikan tugasnya mengantar sesuai tujuan. Padahal sudah saya jelaskan kalau saya tidak menerima pesanan yang diambil oleh driver. Layanan komplain pada customer service sangat jelek.",Interaksi & Pelayanan Driver
"pake aplikasi ini tuh udah lama bertahun"" tapi paling benci banget kalo pas ujan tuh susah banget dapet driver padahal harganya bisa 2x lipat aja masih susah , banyak juga trouble kalau pesan goshop susah banget dapetnya dengan pesanan yg gak banyak, jadi gak ngerti mitra gojek tuh mau kerja yg kaya gimana sih ? . tolong perbaiki deh mitranya.",Interaksi & Pelayanan Driver
"lumayan membantu untuk aktivitas setiap hari, hanya saja terkadang aplikasinya erorr tiba2 LG cari driver koneksi terputus,padahal Kouta banyak jaringan juga penuh, pas berhasil masuk lagi ke aplikasinya, malah langsung dapet 2 driver🫣 kan saya gak enak hati SM drivernya, jadi bingung mau pilih yg mana",Interaksi & Pelayanan Driver
"ini gmna ya aplikasi,beli di gomart pertama dan kedua error aplikasi gak ada notifikasi.tiba tiba barang di kirim.gak ada chat driver ,dan pemberitahuan kalau belanjaan itu di acc.sampai order yang ke tiga itu normal bisa liat aktifitas driver sedang mengambil barang.ini saya rugi dong ,jadi bayar 2 barang yang gak ada tertulis di notifikasi orderan saya.terus ini yang harus ganti rugi siapa coba...",Interaksi & Pelayanan Driver
"saya biasanya kalo beli makan berlangganan sebulan, jdi beberapa kali pesen makanan masih aman dapet diskon. Waktu saya berlangganan 3 bulan malah cuman bisa dipake sementara, kurang lebih baru 20 harian udah gaada promo lagi, padahal itu promo untuk 90 hari loh",Kualitas Teknis & Aplikasi
"Udah beberapa hari promo buat gofood hilang, ternyata saat ditanya ke cs akun saya melakukan penyalahgunaan promo. Saya gatau penyalahgunaan promonya seperti apa karena selama memesan makanan di gojek saya hanya memakai fitur promo yang tersedia. Jika bisa digunakan ya saya gunakan Jujur sedih sekali karena saya sudah sering pesan makanan di gojek",Ketepatan Waktu & Efisiensi
"Saya mengalami kendala pada klaim GoPay Coin harian. Saat tombol klaim ditekan, tidak muncul notifikasi berhasil dan GoPay Coin tidak bertambah. Masalah ini sudah terjadi selama beberapa hari. Mohon dilakukan pengecekan",Ketepatan Waktu & Efisiensi
"Serius deh buat aplikasi2 pembelian kek shopee, gojek, dll tolong lah kalau masang iklan tu jangan yang tiba-tiba masuk ke aplikasi padahal ngga dipencet. aku lagi di aplikasi lain terus nonton iklan buat dapatin fitur/item disana terus ku taruh aja di lantai karna sambil ngerjain hal lain. eh ternyata iklan gojeknya langsung masuk ke aplikasi. karna ga sadar ketekan sama kakiku tiba-tiba pas kuliat lagi udah kepesan gofood. mana mahal lagi 80an rb cuma buat 5 pcs somay ama kulit crispy",Kualitas Teknis & Aplikasi
"pesen gofood udah nungguin sejam malah dicancel, cuma gara² pake ongkir murah, itupun saya ngga ngeh karna biasa pake yg cepat, tapi diotomatisin murah karna lagi promo, mending ilangin aja deh pilihan murahnya daripada driver juga pada nolak, lu kira nunggu sejam ngga buang² waktu?",Interaksi & Pelayanan Driver
"saya semakin kecewa dengan GO-JEK. Sejak ada peraturan kalo cancel konsumen harus dipotong 3 ribu rupiah, membuat driver2 makin kurang sopan. Ada yg di WA bisa jemput atau tidak saja, tidak mau membalas. Padahal kalo dia bilang tidak bisa, saya tetap bersedia cancel. Saya hanya butuh diberikan kepastian bersedia menjemput atau tidak. MAKIN BURUK SEKALI PELAYANAN GO-JEK",Interaksi & Pelayanan Driver
"Di mohon untuk GO-JEK... khususnya GO-RIDE, sekarang ini knp rute selalu di alihkan yg terjauh...padahal yg terdekat ada shrusnya menghemat waktu ini malah di buat muter2 makan waktu... jujur makin kesini kok saya gak respek y sm GO-JEK, padahal para driver seneng klu dpt orderan saya, mereka berharap jgn di cancel... krn PRIORITAS",Interaksi & Pelayanan Driver
"aplikasi gajelas, pencarian driver nya kurang responsif di jam 6.00-7.15, padahal itu jam' anak sekolah berangkat. memang harga terjangkau, tapi pencarian nya kurang responsif.",Interaksi & Pelayanan Driver
"tolong segera di perbaiki dari berbulan bulan lalu tampilan gofood dan goride tidak bisa di buka atau blank, padahal sinyal bagus untuk buka aplikasi lain juga lancar, tolong segera di handle",Kualitas Teknis & Aplikasi
"ini aplikasi bagaimana driver ojek saya jarak tempuh dari saya untuk penjemputan hampir lebih dari 2 km, katanya ada fitur pencari terdekat kenapa jaraknya sampai sejauh itu apakah itu dekat? ditambah lagi untuk gofood nya itu saja tidak masuk akan di tulisan ongkir 5 rib, tapi kenyataan tetap 15 ribuan. pada hal saya sudah berlangganan gojek plus tetap saja tidak ada diskon, dasar aplikasi butut, aplikasi kikir",Interaksi & Pelayanan Driver
"Apk gk jelas, posisi drivernya suka diem terus tapi tiba-tiba jalan kenceng banget, terus tiba-tiba jauh lagi posisi drivernya, malah kadang muncul di arah yg berlawanan/udh lewat. Paling kesel pas udh kayak gitu, udh tunggu lama-lama Drivernya dengan entengnya ngebatalin (dikira orang yg pesen gk ada kejar waktu kali). udh gitu harganya suka tiba-tiba dinaikin gk tau kenapa, saya yg awalnya paket hemat 8,5k sekarang jadi 11,5k ngeselin banget serius",Interaksi & Pelayanan Driver
"tetap lebih baik, namun saran saya, tatkala ada pemesan, sebaiknya gojek langsung mengaktifkan lokasi dan no telp pengguna, tidak seperti aplikasi sebelah yang ribet minta aktifkan lokasi, izin menggunakan mik dan seterusnya, jadi ribet bagi user yang gaptek, akhirnya cancel pesanan!",Interaksi & Pelayanan Driver
"ini lagi down atau gimana ya? kok ngga bisa pesan & di update waktu login ulang malah tidak bisa juga ? bikin ribet aja, padahal lagi buru buru",Kualitas Teknis & Aplikasi
"gak membantu dalam menyelesaikan masalah, padahal sudah di sebutkan alasannya. saya merasa tertipu dengan kata2 bahwa harga tidak berubah jika perubahan tidak jauh dari destinasi aala. ternyata harganya hampir 4X lipat dari harga awal. pokoknya saya gak ikhlas, complain saya tidak dibantu sama sekali dengan alasan sudah sesuai tanpa melihat real saya berhenti dengan titik destinasi hanya berjarak 5 meter",Kualitas Teknis & Aplikasi
driver Oke. tapi rute yg dipilih oleh aplikasi. bukan yg tercepat. ada tol malah dipilihkan non tol. bikin lama sampe. driver ga berani keluar dr jalur yg sdh di buat aplikasi.,Interaksi & Pelayanan Driver
"aplikasi Banyak drama. malam-malam lihat driver Plat Bekasi di Tanggerang kasihan ya, saya tanya beneran dari Bekasi, katanya kalau pilih-pilih anyep/ada sistem grede performa, ga pilih pilih di sia sia. ada fitur atur arah tujuan malah di kasih arah sebaliknya. jam 9 baru atur arah nya bekerja tp orderan sudah habis. jek Jek ga memikirkan hal kecil dan mitra mu ya? efek domino ke customer lho jek. algoritma sampah di pake terus",Interaksi & Pelayanan Driver
"skip, untuk pembelian selain ojek mending ga usah, apalagi yg urgent kaya masalah listrik yg bisa mati di tengah malam. mending beli di apk lain yg lebih responsif, saya ga sengaja ngisi gopay untuk beli listrik, tapi karena gagal 1x dan mau coba lagi malah tidak bisa, berujung membeli dari apk lainnya. layanan yang lama seperti ini mesti di upd, merugikan bagi org yang uangnya pas-passan dan kehabisan listrik di tengah malam, cust mau disuruh tanpa listrik sampe pagi kayanya!",Kualitas Teknis & Aplikasi
"di bagian gofood banyak banget yang jelek nya 1. ketika susah dapet driver timer otomatis melambat tidak real time 2. chat CS dibalas nya oleh AI(meskipun bahasa nya tidak kaku tapi kita hanya disuruh pilih jawaban saya tidak bisa tulis sendiri) 3. ketika Disambungkan ke CS yang diberi kebebasan chat apapun,ternyata itu masih AI yang jawab,hanya memberi informasi terkait pesanan,bukan menjawab pertanyaan. jujur gk tau harus bangga atau gk,sisi lain ini APK dalam negri,sisi lain tidak memuaskan",Interaksi & Pelayanan Driver
"saya mau berlangganan disney+ dan sudah mencoba 3 cara untuk dapatkan kode via otp, tapi tetap saja setelah menggunakan 3 cara itu tetap minta pin gopay. harusnya langsung ada opsi lupa pin gopay biar lebih mudah. saya jadi marah dengan fitur aplikasi ini yang tidak menyediakan langsung opsi lupa pin gopay. tolong dipahami. harus langsung ada opsi lupa pin gopay. biar mudah langganan disney+",Kualitas Teknis & Aplikasi
"Aneh nih mau di pakai halaman tampilan bisa masuk, giliran buka goride atau gofood blank, dan bukan karena jaringan internet lancar, apk sudah di update. hp sudah di restart, kanapa. stuck di tampilan awal tp tidak bisa akses yg lain...",Kualitas Teknis & Aplikasi
"tolong tambahin fitur alasan pembatalan pesanan lagi! saya pesan ga dtg2, dichat ga bisa, malah menjauh, di telepon ga diangkat & sy ga bs pencet fitur telepon jg. girilan pesan di apk sebelah lgsg dapat. sengaja buat dicancel tp ga mau ngasih penjelasan. sy nunggu lama.",Interaksi & Pelayanan Driver
"top up nyangkut ga balik2 lagi, laporan ribet, nunggu terus, nunggu terus, sudah kasih id transaksi mintanya yg lain... mengecewakan.",Kualitas Teknis & Aplikasi
"maaf jarang sekali saya beri nilai buruk, tapi banyak sekali eror aplikasi, selama penggunaan akhir-akhir ini sangat sering kesulitan driver baik untuk fitur goride maupun gofood. belum lagi driver yang no response lama hingga pernah saya tunggu sampai ada 30 menitan. tolong diperbaiki sistemnya. karena driver tidak response ini biasanya minta cancel tapi gamau ngomong.",Interaksi & Pelayanan Driver
"Sekarang makin banyak driver yang seenaknya ya, tidak memberikan konfirmasi jika memang tidak ingin mengambil orderan. Jika anda protes karna harga paket hemat, jangan ke kita sebagai CUSTOMER, tapi ke Perusahaan langsung, karena kita hanya memanfaatkan layanan yang diberikan. Kami juga akan tetap memberikan tip jika memang pelayanannya ramah dan komunikatif. Ini bukan lagi soal daerah, semua daerah sepertinya bgini. TOLONG PERBAIKI PELAYANANNYA.",Interaksi & Pelayanan Driver
Aplikasi ini sangat membantu bagi saya dan juga mungkin banyak yg lainya..kalau bisa mohon lebih ditingkatkan lagi..jgn sampai klo pesan driver..suka dapatnya driver yg jauh padahal di aplikasi map nya byk driver dekat..,Interaksi & Pelayanan Driver
"di hp saya lag banget masa lagi lihat"" makanan kepencet beli dan ongkirnya terlalu mahal, sudah coba dibatalin eh yg jawab ai mana ga jelas lagi jawabannya engga ngasih solusi sama sekali, diaplikasi lain masih bisa dibatalin disini kok ga bisa padahal masih beberapa detik dari pemesanan tolong perbaiki lagi dan sekali lagi ONGKIRNYA TERLALU MAHAL",Interaksi & Pelayanan Driver
"aplikasinya udah bagus,mudah di akses,tapi untuk driver mohon di koreksi lagi, banyak sekali driver yang sudah ambil book tapi 10 menit kemudian masih tidak bergerak ataupun tidak menjawab sama sekali, mohon di tegur untuk yang seperti ini.",Interaksi & Pelayanan Driver
